URL,Category,Product_name,Price,Description,Product_info,Usage_instructions
https://thecrafthouse.vn/products/tic-tac-toe-gme025,games-toys,Tic Tac Toe,12660000.0,"Bộ Cờ Tic Tac Toe sẽ mở màn cuộc vui đầy thú vị của bạn nhờ diện mạo nhỏ gọn nhưng không kém phần sắc sảo. Sản phẩm là sự kết hợp hài hòa các chất liệu cao cấp nhất cùng kỹ thuật thủ công lành nghề, giúp nâng tầm trải nghiệm qua chừng khoảng chạm. Bộ cờ chính là món quà tinh thần nhỏ xinh dành cho mọi đối tượng kể cả những người chơi nhỏ tuổi nhất.","Chất liệu: Gỗ óc chó, inox/đồng nguyên khối, Microfiber Bao gồm: 1 hộp cờ, 9 quân cờ (5 quân đen, 4 quân trắng) Kích thước: 12.7x2.4x2.4cm Trọng lượng: 470g The Craft House - The gift of art.",
https://thecrafthouse.vn/products/bo-co-caro,games-toys,Cờ Caro,1070000.0,"Cờ Caro là một trò chơi dân gian vô cùng thú vị bắt nguồn từ môn Cờ Vây. Với luật chơi đơn giản nhưng đầy trí tuệ, Caro đã trở thành một phần không thể thiếu trong thanh xuân của bao thế hệ. Đội ngũ thiết kế với sứ mệnh mang một trải nghiệm mới về trò chơi dân gian quen thuộc này đến với người chơi, sử dụng chất liệu gỗ cao cấp, cùng với những quân cờ nam châm cho sản phẩm, không chỉ làm tăng sự thú vị của sản phẩm, mà còn mang đến sự sang trọng về thiết kế.","Chất liệu: Viền bàn cờ gỗ sồi, mặt bàn cờ MDF, quân cờ có gắn nam châm bên trong. Bộ: 2 túi vải đựng quân cờ. Bàn cờ: 17x17 ô, 70 quân X, 70 quân O. Kích thước: 30x30x10cm The Craft House - The gift of art.",
https://thecrafthouse.vn/products/bo-co-tuong,games-toys,Cờ Tướng Gỗ Walnut - Chinese Chess,3897000.0,"Cờ tướng - loại cờ truyền thống của người Trung Quốc, nổi tiếng bởi sự linh hoạt và biến hóa trong cách chơi. Mỗi trận cờ như mỗi trận đấu thật sự, không lường trước được điều gì và mang bạn đi đến nhiều cung bậc cảm xúc khác nhau. Lấy ý tưởng từ bộ cờ truyền thống ngày xưa , kết hợp với những chất liệu thủ công cao cấp bàn cờ làm gỗ walnut chạy chỉ viền gỗ nhạt màu một cách tinh xảo , điểm những chấm đồng trên mặt bàn cờ tạo điểm nhấn nổi bật. Quân cờ được đúc bằng đồng, phối hợp với lớp da màu cổ điển càng làm cho vẻ hoàn thiện thêm lý tưởng. Đội ngũ chúng tôi tin rằng từng tiếng ăn cờ cách cách của quân cờ sẽ làm bạn phấn và bị lôi cuốn. Đây là bộ trò chơi thích hợp để làm quà tặng cho bản thân, gia đình, và bạn bè trong những dịp tụ họp, quây quần gặp mặt.","Chất liệu: Gỗ walnut, quân cờ làm bằng đồng thau phối với da PU Thành phần: 1 bàn cờ, 32 quân cờ Kích thước: 32.2x36.2x1.6cm Khối lượng : 2.7kg",Bảng hướng dẫn chơi trò chơi được đính kèm trong hộp. The Craft House - The gift of art.
https://thecrafthouse.vn/products/bo-co-ca-ngua-thanh-troy-parcheesi,games-toys,Cờ Cá Ngựa Thành Troy,3878000.0,"Đội ngũ chúng tôi đã nâng cấp cờ cá ngựa, dựa trên lối chơi cổ điển, với phiên bản hoàn toàn sáng tạo nhưng vẫn đậm chất truyền thống thủ công mang tên Cờ Cá Ngựa Thành Troy. Từ bàn cờ với bề mặt xử lý gọn gàng, tôn lên nét đẹp của vân gỗ đến màu sắc hài hòa đậm chất thủ công. Kết hợp với những chú ngựa được lấy ý tưởng từ ngựa thành Troy, lớp cement cứng cáp không kém phần toát lên vẻ tự nhiên, mộc mạc của chất liệu, đính kèm là thanh đồng tạo nên vẻ oai nghiêm và hùng dũng trong từng nước cờ. Bàn cờ được thiết kế bằng gỗ tinh xảo theo từng bậc thang 3D đi lên để quân ngựa chiến thắng đứng trên đỉnh vinh quang cao nhất. Bàn cờ được tháo ráp và kết nối lại với nhau bằng nam châm một cách hoàn hảo. Nhìn từ trên xuống cảm giác như một pháo đài hũng vĩ trong trận chiến của những chú ngựa thành Troy.","Chất liệu: Gỗ thông, quân cờ làm bằng cement, đồng Thành phần: 1 bàn cờ, 16 quân cờ, 1 hộp gỗ chứa quân cờ, 2 viên xí ngầu Kích thước: 46.5x46.5x2.5cm Khối lượng: 3kg","Bảng hướng dẫn chơi trò chơi được đính kèm trong hộp. Đây là bộ trò chơi thích hợp để làm quà tặng cho bản thân, gia đình, và bạn bè trong những dịp tụ họp, quây quần gặp mặt. The Craft House - The gift of art."
https://thecrafthouse.vn/products/bo-co-ty-phu-sai-gon-saigonopoly,games-toys,Cờ Tỷ Phú Gỗ Sài Gòn - Saigonopoly,3328000.0,"Với niềm cảm hứng bất tận về những chuyến đi, về những kỷ niệm ấu thơ, đội ngũ thiết kế đã tạo nên “chiếc vé về tuổi thơ” mang tên bộ Cờ tỷ phú Sài Gòn. Bàn cờ tái hiện lại “Hòn ngọc Viễn Đông” xưa với nhiều con đường nổi tiếng như Nguyễn Huệ, Đồng Khởi, Pasteur, những chốn tấp nập như bến xe miền Đông, miền Tây... để khi hòa vào trò chơi, bạn sẽ bước vào miền đất Sài Thành năm ấy, trở thành những triệu phú thứ thiệt, sở hữu khối tài sản khổng lồ không kém cạnh chú Hỏa, ông Trương Văn Bền lúc xưa... Bàn cờ có thể tháo ráp tiện lợi, tích hợp nam châm để dễ dàng thao tác; bản đồ được cắt tỉ mỉ, trau chuốt, hình ảnh sông Sài Gòn hiện lên như một bức tranh vẽ, bên ngoài được chạy viền gỗ cùng phố phường và các tên đường nổi tiếng. Bộ cờ tỷ phú Sài Gòn vừa là vật trang trí trong nhà, vừa có thể kết nối mọi người và cũng là ""chiếc vé về tuổi thơ"", nếu bạn còn phân vân khi nào bắt đầu lấy “vé” này và bắt đầu hành trình thì hãy thực hiện ngay nhé. Mời thêm một vài bạn đồng hành sẽ làm cuộc chơi trở nên thú vị, gắn kết hơn rất nhiều. Đây là bộ trò chơi thích hợp để làm quà tặng cho bản thân, gia đình, và bạn bè trong những dịp tụ họp, quây quần gặp mặt. Hãy trải nghiệm Saigonopoly theo cách của riêng bạn!","Chất liệu: Gỗ thông, giấy mỹ thuật, nhựa Thành phần: 1 bàn cờ gỗ, 8 token ghế nhựa, 1 set token nhà, 28 thẻ nhà đất, 16 thẻ cơ hội, 16 thẻ khí vận, 1 bộ tiền và 2 xúc xắc (xí ngầu). Kích thước: 51.8x51.8x1.6cm Trọng lượng: 3kg",Bảng hướng dẫn chơi trò chơi được đính kèm trong hộp. The Craft House - The gift of art.
https://thecrafthouse.vn/products/co-vay,games-toys,Cờ Vây,5400000.0,"Bộ Cờ Vây Gỗ mang vẻ đẹp tao nhã, thanh lịch nhờ kết hợp các yếu tố cổ điển và hiện đại. Bàn cờ gỗ và quân cờ được chế tác công phu từ chất liệu tốt nhất nhằm nâng cao trải nghiệm người chơi. Khi di chuyển các quân cờ, sự am hiểu nghệ thuật và trí tuệ linh hoạt của kỳ thủ được phản ánh một cách chân thực nhất. Bộ Cờ Vây Gỗ chắc chắn là một món quà cao cấp được mọi người ưa chuộng bất kể ở độ tuổi nào.","Chất liệu: Gỗ óc chó, đồng thau, da Microfiber Bao gồm: 1 bàn cờ, 2 hộp gỗ đựng quân cờ, 181 quân đen, 180 quân trắng, 2 túi đựng quân cờ Kích thước: 47x 44x1.5cm Trọng lượng: 4.6kg The Craft House - The gift of art.",
https://thecrafthouse.vn/products/hop-lac-xi-ngau-da-sap-cao-cap-premium-leather-dice-shaker,games-toys,Hộp Lắc Xí Ngầu Da Sáp,579000.0,"Dice Shaker - Lắc Xí Ngầu, với kích thước nhỏ gọn, làm hoàn toàn từ da sáp, điểm xuyết bởi những đường may zigzac, tạo hiệu ứng thị giác mạnh mẽ. Đặc biệt với chiều cao vỏn vẹn 10cm, Dice Shaker sẽ là phụ kiện hoàn hảo cho những bộ cờ như Cá Ngựa và Monopoly.","Chất liệu: da sáp Màu: nâu, xanh rêu Kích thước: 10cm Năm sản xuất: 2022","Phụ kiện dùng kèm theo cho những bộ cờ cá ngựa, cờ tỷ phú,... *Lưu ý: Bảo quản sản phẩm ở nơi thoáng mát, tránh ánh nắng mặt trời trực tiếp. Tránh tiếp xúc trực tiếp với lửa. The Craft House - The gift of art."
https://thecrafthouse.vn/products/xi-ngau-resin-phoi-da-cao-cap-day-night-dice-set,games-toys,Xí Ngầu Resin Phối Da,548000.0,"Xí ngầu là phụ kiện quen thuộc không thể thiếu trong các trò chơi boardgame, nay đã được nhấn nhá thêm với thiết kế trong suốt đơn giản hoặc chi tiết phủ da đen nổi bật giúp bạn dễ dàng lựa chọn.","Chất liệu: nhựa resin, da thật Kích thước: 2.2cm/mặt Màu: đen, trong The Craft House - The gift of art.",
https://thecrafthouse.vn/products/co-vua-plus,games-toys,Cờ Vua Thi Đấu Tournament,4810000.0,"Bộ Cờ Vua Thi Đấu là phiên bản được cải tiến hoàn hảo về diện mạo, thể hiện tính đẳng cấp và chuyên nghiệp. Được chế tác từ chất liệu gỗ óc chó cao cấp, kết hợp bàn cờ inlay phối da microfiber, bộ cờ vừa thỏa mãn được thị giác vừa tạo ra những khoảng chạm tinh tế khi chơi. Các quân cờ cứng cáp, kháng nước được hòa trộn từ resin và bê tông, mặt đế dán da êm ái càng khơi dậy tinh thần chiến đấu ở mỗi kỳ thủ. Tổng thể hài hòa và kích thước phóng khoáng giúp người chơi như đang ở một giải đấu thực sự, thách thức từng bước quan sát, suy luận và quyết định, để mỗi ván cờ đều trở nên ý nghĩa và khó quên. Bộ trò chơi còn là món đồ nội thất cao cấp, thích hợp dành tặng bản thân, sếp, đồng nghiệp, đặc biệt là những người chơi chuyên nghiệp.","Chất liệu: - Bàn cờ: gỗ óc chó phối gỗ thông, da microfiber, resin trộn bê tông - Quân cờ: resin, inox, da microfiber Thành phần: 1 bàn cờ, 16 quân cờ trắng, 16 quân cờ đen, tặng kèm 2 quân Hậu Kích thước: 50x50x22cm Trọng lượng: 4.8kg",Bảng hướng dẫn chơi trò chơi được đính kèm trong hộp. The Craft House - The gift of art.
https://thecrafthouse.vn/products/4pieces-chessboard,games-toys,Bộ Cờ Vua Nomad - The Portable Chess Set,4300000.0,"Bộ Cờ Vua Nomad là người bạn đồng hành lý tưởng cho những tín đồ cờ vua, yêu thích du lịch và khám phá. Với thiết kế thông minh, gọn nhẹ, bạn có thể dễ dàng mang theo bộ cờ trong mọi chuyến đi. Quai xách được làm từ da sáp bò phối da microfiber, không chỉ tạo điểm nhấn thẩm mỹ mà còn đảm bảo độ chắc chắn khi di chuyển. Đặc biệt, quân cờ resin với lớp hoàn thiện nhám mờ cùng phần đế làm bằng đồng tạo nên vẻ đẹp cổ điển, mang lại trải nghiệm tuyệt vời cho người chơi trong từng nước cờ. Bộ Cờ Vua Nomad sẽ là một món quà ấn tượng dành tặng cho bạn bè, người thân mà bạn không nên bỏ qua.","- Chất liệu: Gỗ óc chó, gỗ dẻ gai, đồng thau, da sáp bò phối da microfiber, nam châm, resin. - Thành phần: 1 hộp gỗ quai da, 3 khay hộp, 1 bàn cờ, 16 quân cờ trắng, 16 quân cờ đen. - Kích thước: 18.3x18.2x24.5cm. - Trọng lượng: 1.2kg.",Bảng hướng dẫn chơi trò chơi được đính kèm trong hộp. The Craft House - The gift of art.
https://thecrafthouse.vn/products/bo-co-ty-phu-ha-flasei-haflaseiflasepoly,games-toys,Cờ Tỷ Phú Gỗ Hà Nội - Hanoiopoly,3328000.0,"Với niềm cảm hứng bất tận về những chuyến đi, về những kỷ niệm ấu thơ, đội ngũ thiết kế với nhiều năm kinh nghiệm đã tạo nên “chiếc vé về tuổi thơ” mang tên bộ Cờ Tỷ Phú Hà Nội. Bàn cờ là nơi tái hiện lại khung cảnh Hà Nội cổ xưa với bản đồ được cắt tỉ mỉ, trau chuốt, hình ảnh Hà Nội hoài cổ hiện lên như một bức tranh vẽ, cùng 36 phố phường nhộn nhịp và tấp nập. Bàn cờ có thể tháo ráp tiện lợi, tích hợp nam châm để dễ dàng thao tác; bản đồ được cắt tỉ mỉ, trau chuốt. Bộ Cờ Tỷ Phú Hà Nội vừa là vật trang trí trong nhà, vừa có thể kết nối mọi người và cũng là ""chiếc vé về tuổi thơ"", nếu bạn còn phân vân khi nào bắt đầu lấy “vé” này và bắt đầu hành trình thì hãy thực hiện ngay nhé. Mời thêm một vài bạn đồng hành sẽ làm cuộc chơi trở nên thú vị, gắn kết hơn rất nhiều. Đây là bộ trò chơi thích hợp để làm quà tặng cho bản thân, gia đình, và bạn bè trong những dịp tụ họp, quây quần gặp mặt. Hãy trải nghiệm HaFLASEiFLASEpoly theo cách của riêng bạn!","Chất liệu: gỗ thông, giấy mỹ thuật, nhựa Thành phần: 1 bàn cờ gỗ, 8 token ghế nhựa, 1 set token nhà, 28 thẻ nhà đất, 16 thẻ cơ hội, 16 thẻ khí vận, 1 bộ tiền và 2 xúc xắc (xí ngầu). Kích thước: 51.8x51.8x1.6cm Trọng lượng: 3kg",Bảng hướng dẫn chơi trò chơi được đính kèm trong hộp. The Craft House - The gift of art.
https://thecrafthouse.vn/products/bo-co-vua-chess-1,games-toys,Cờ Vua Luxury,4506000.0,"Cờ vua là một trò chơi không hề xa lạ với tất cả chúng ta và chúng tôi đã biến hóa bộ cơ vua thông thường lên 1 phiên bản vô cùng cao cấp và mới lạ. Điểm nhấn của quân cờ là vật liệu composite phối trộn giữa resin và concrete. Vật liệu này thỏa mãn yêu cầu thẩm mỹ nhờ bề mặt nhám của xi măng, đồng thời thừa hưởng khả năng chịu va đập cao, kháng nước của resin. Đế quân cờ bằng đồng cứng cáp giúp trung hòa đường nét uyển chuyển của phần thân, góp phần tạo nên nét sang trọng cho tổng thể. Hộp cờ làm bằng gỗ walnut đặc trưng bởi sắc nâu tự nhiên và vân gỗ tinh tế. Nắp hộp tạo ấn tượng thị giác mạnh mẽ với 64 ô vuông làm từ da trắng đen được ghép hoàn toàn thủ công, bao quanh là viền đồng. Không dừng ở chức năng trang trí, chi tiết này biến nắp hộp thành một bàn cờ linh động, gọn gàng cho nhiều không gian và thuận tiện cho di chuyển. Thiết kế cờ vua chính là sự nâng cấp chất lượng sản phẩm bằng cách khai thác tối đa vẻ đẹp vật liệu, đồng thời củng cố công năng, tính tiện dụng của bộ cờ truyền thống. Đây là bộ trò chơi thích hợp để làm quà tặng cho bản thân, gia đình, và bạn bè trong những dịp tụ họp, quây quần gặp mặt.","Chất liệu: bê tông nhựa, gỗ walnut, da thật Thành phần: 1 hộp bàn cờ, 16 quân cờ trắng, 16 quân cờ đen Kích thước: 28x28x5.4cm Trọng lượng: 2.1kg",Bảng hướng dẫn chơi trò chơi được đính kèm trong hộp. The Craft House - The gift of art.
